,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
160,Unnamed: 160,2,6/19:00,Tuesday,Male,41,Degree,Truck I,Sino truck,3-21129 A M,2010,Gendwoyen,2011,Failure to give priority to pedestrians,Death,71,House wife,1,0,1
161,Unnamed: 161,2,6/21:00,Tuesday,Male,54,10th,Public transport I,Dolphin,3-11940 A M,2010,Robgebya,2011,Failure to yield the right of way for other vehicle,Death,23,Student,1,0,1
162,Unnamed: 162,2,7/10:00,Wednesday,Male,31,10th,Taxi I ,Force Bajaj,1-12257 A M,2010,D/Markos,2011,Carelessness,Simple Injury,43,Merchant,1,0,1
163,Unnamed: 163,2,7/15:00,Wednesday,Male,23,10+3,Truck II,FSR,3-23591 E T,2010,Wojel,2011,Fatigue,Serious Injury,32,Civil servant,1,0,1
164,Unnamed: 164,2,7/19:00,Wednesday,Male,40,10th,Public transport II,Dolphin,3-15689 E T,2010,Gendewoyen,2011,Carelessness,Death,22,Farmer,1,1,0
165,Unnamed: 165,2,8/06:00,Thursday,Male,34,11th,Public transport I,Public Isuzu,3-14382 A M,2010,Mertolemariam,2011,Incorrect U-turn,Simple Injury,23,Merchant,1,0,1
166,Unnamed: 166,2,8/07:30,Thursday,Male,45,10th,Truck I,Truck Isuzu,3-23168 A M,2010,Fendeka,2011,Speed,Death,20,Student,1,0,1
167,Unnamed: 167,2,8/11:30,Thursday,Male,19,8th,Truck I,Truck Isuzu ,3-44884 A A,2010,Yewula,2011,Reckless driving,Death,11,Student,1,1,0
168,Unnamed: 168,2,8/16:30,Thursday,Male,55,12th,Truck I,Abadula,3-22432 E T,2010,D/markos,2011,Fatigue,Death,43,Unemployed,1,0,1
169,Unnamed: 169,2,9/8:00,Friday,Male,25,10+3,Public transport II,TataBus,3-14731 A M,2010,Gudalema,2011,Fatigue,Serious Injury,37,Wood worker,1,1,0
170,Unnamed: 170,2,9/13:00,Friday,Male,29,10th,Public transport I,Hilux double cap,4-12593 A M,2010,Amanuel,2011,Speed,Simple injury,19,Job seeker,1,0,1
171,Unnamed: 171,2,9/15:30,Friday,Male,43,10th,Truck I,Truck Isuzu,3-16060 A A,2010,Amber,2011,Speed,Death,32,Farmer,1,0,1
172,Unnamed: 172,2,9/17:30,Friday,Male,22,10th,Public transport II,TataBus,3-23251 A A,2010,Yejube,2011,Speed,Serious Injury,25,Farmer,1,1,0
173,Unnamed: 173,2,10/08:00,Saturday,Male,43,8th,Public transport II,Merchedes bus,3-16090 A A,2010,Dejen,2011,Failure to give priority to pedestrians,Seriou Injury,31,Daily worker,1,0,1
174,Unnamed: 174,2,10/11:00,Saturday,Male,28,12th,Taxi I,Force Bajaj,1-22252 A M,2010,Wonka,2011,Speed,Serious Injury ,21,Unemployed,1,1,0
175,Unnamed: 175,2,10/16:30,Saturday,Male,24,10th,Truck II,Toyota,1-31087 A M,2010,D/Markos,2011,Incorrcet overtaking ,Death,35,Civil servant,1,0,1
176,Unnamed: 176,2,10/21:00,Saturday,Male,36,10th,Taxi I,Bajaj,1-33952 A M,2010,Bichena,2011,Speed,Serious Injury ,39/46,Daily workers,2,2,0
177,Unnamed: 177,2,10/22:30,Saturday,Male,32,10th,Taxi I,Force Bajaj,1-16287 A M,2010,Amanuel,2012,Incorrcet overtaking ,Death,35,Housewife,1,0,1
178,Unnamed: 178,2,10/23:30,Saturday,Male,45,10th,Truck I,Dolphin,3-17598 A M,2010,Zemeten,2011,Incorrcet U-turn,Death ,65,Farmer,1,1,0
179,Unnamed: 179,2,10/23:30,Saturday,Male,27,10+2,Truck I,Isuzu Truck,3-26377 A A,2010,D/Markos,2011,Speed,Serious Injury,31,Driver,1,1,0
180,Unnamed: 180,2,10/23:30,Saturday,Male,21,10th,Public transport I,Isuzu Truck,3-11257 A A,2010,Wonka,2011,Incorrect overtaking ,Serious Injury,55,Farmer,1,1,0
181,Unnamed: 181,2,11/06:00,Sunday,Male,31,10th,Truck II,FSR,3-25717 A A,2010,Amanuel,2011,Speed,Death,26,Driver,1,1,0
182,Unnamed: 182,2,11/08:30,Sunday,Male,37,12th,Truck I,Isuzu truck,3-45819 A M,2010,Woyen wuha,2011,Incorrect overtaking ,Simple Injury,18,Student ,1,1,0
183,Unnamed: 183,2,11/09:00,Sunday,Male,25,10th,Public transport I ,Public Isuzu,3-16894 A M,2010,Chemoga,2011,Speed,Serious  injury,27,Teacher,1,0,1
184,Unnamed: 184,2,11/09:00,Sunday,Male,43,10th,Truck II,FSR,3-45579 A M,2010,Nefasam,2011,Fatigue,Simple injury,25,Mason,1,1,0
185,Unnamed: 185,2,11/10:00,Sunday,Male,23,10th,Taxi I,Force bajaj,1-23121 A M,2010,Chemoga,2011,Carelessness,Simple injury,23,Farmer,1,0,1
186,Unnamed: 186,2,11/16:00,Sunday,Male,24,10th,Public transport I,Isuzu Truck,3-14484 A M,2010,D/markos,2011,Speed,Serious Injury,21,Barber,1,1,0
187,Unnamed: 187,2,12/09:00,Monday,Male,35,10th,Public transport I,Dolphin,3-34922 A M,2010,Shafod gaguma,2011,Failure to give priority to pedestrians,Death,27,Civil servant,1,1,0
188,Unnamed: 188,2,12/11:30,Monday,Male,19,12th,Public transport I,Isuzu Truck,3-18941 A M,2010,Bichena,2011,Incorrect U-turn,Death,9,student,1,1,0
189,Unnamed: 189,2,12/15:45,Monday,Male,36,Diploma,Truck II,Sinotruk,3-12724 A M,2010,D/markos,2011,Technical problem,Death,20,Student,1,1,0
190,Unnamed: 190,2,12/08:15,Monday,Male,47,12th,Public transport II,Abay Bus,3-27867 E T,2010,Amanuel,2011,Speed,Serious Injury,38,Farmer,1,1,0
191,Unnamed: 191,2,13/10:30,Tuesday,Male,58,12th,Truck I,Obama Isuzu,3-26453 A M,2010,Yewula,2011,Slipped,Death,43,Mason,1,1,0
192,Unnamed: 192,2,13/13:20,Tuesday,Male,45,10th,Truck II,Sinotruk,3-13960 A M,2010,Gudalema,2011,Speed,Death,25,Job seeker,1,0,1
193,Unnamed: 193,2,13/17:30,Tuesday,Male,37,10th,Truck II,FSR,3-16352 A A,2010,Yetmen,2011,Reckless driving,Death,45,Unemployed,1,0,1
194,Unnamed: 194,2,13/19:00,Tuesday,Male,26,10th,Public transport I,Haylux,3-21903 O R,2010,Dejen,2011,Failure to give priority to pedestrians,Death,36,Farmer,1,1,0
195,Unnamed: 195,2,13/19:10,Tuesday,Male,38,10th,Public transport I,Public Isuzu,3-32494 A M,2010,D/markos,2011,Technical problem,Death,46,House wife,1,0,1
196,Unnamed: 196,2,14/11:30,Wednesday,Male,26,10th,Public transport I,Hayruf,3-32296 O R,2010,Motta,2011,Speed,Simple injury,36,Job seeker,1,1,0
197,Unnamed: 197,2,14/15:30,Wednesday,Male,34,12th,Truck I,Land Cruiser,3-15931 E T,2010,Bichena,2011,Speed,Death,26,Farmer,1,0,1
198,Unnamed: 198,2,14/19:00,Wednesday,Male,32,6th,Truck I,Isuzu truck,3-17932 A A,2010,Zemeten,2011,Technical problem,Serious injury,28,Driver,1,1,0
199,Unnamed: 199,2,15/9:30,Thursday,Male,42,10th,Public transport I,Public isuzu,3-12345 A M,2010,Chemoga,2011,Speed,Death,32,Daily worker,1,1,0
200,Unnamed: 200,2,15/10:45,Thursday,Male,32,8th,Public transport I,Public isuzu,3-14382 A M,2010,Dejen,2011,Incorrect u turn,Simple injury,28,Car attendant,1,1,0
201,Unnamed: 201,2,15/17:00,Thursday,Male,36,10th,Truck II,Public FSR,3-21745 A M,2010,Wojel,2011,Reckless driving,Simple injury,29,Farmer,1,0,1
202,Unnamed: 202,2,16/10:30,Friday,Male,26,12th,Public transport II,Isuzu truck,3-23684 A A,2010,Nefasam,2011,Speed,Death,33,Civil servant,1,0,1
203,Unnamed: 203,2,16/12:00,Friday,Male,35,10+2,Public transport I,Minibus taxi,3-29927 A M,2010,Gendewoyen,2011,Carelessness,Death,35,Preist,1,1,0
204,Unnamed: 204,2,16/13:30,Friday,Male,31,10th,Truck III,Public isuzu,3-26338 E T,2010,Felege berhan,2011,Failure to give priority to pedestrians,Serious injury,34,Driver,1,1,0
205,Unnamed: 205,2,17/09:00,Saturday,Male,47,10th,Public transport I,Hayruf,3-19788 A M,2010,Yewula,2011,Speed,Death,45,House wife,1,0,1
206,Unnamed: 206,2,17/10:30,Saturday,Male,42,10th,Public transport I,Public isuzu,3-24005 A M,2010,Amanuel,2011,Fatigue,Simple injury,21,Daily worker,1,1,0
207,Unnamed: 207,2,17/15:00,Saturday,Male,25,10th,Truck II,Public FSR,3-24484 A A,2010,Yetmen,2011,Speed,Serious injury,14,student,1,0,1
208,Unnamed: 208,2,17/15:40,Saturday,Male,29,Diploma,Taxi I,Force Bajaj,1-13786 A M,2010,Wonka,2011,Incorrect u turn,Serious injury,32,Daily worker,1,1,0
209,Unnamed: 209,2,17/19:00,Saturday,Male,41,10th,Public transport I,Public isuzu,3-42752 A M,2010,Robgebya,2011,Speed,Death,67,Farmer,1,1,0
210,Unnamed: 210,2,18/10:00,Sunday,Male,65,12th,Truck III,UD truck,3-25357 A M,2010,Digo tsion,2011,Drunk driving,Death,38,Farmer,1,1,0
211,Unnamed: 211,2,18/16:40,Sunday,Male,36,10th,Public transport I,Public isuzu,3-29114 A M,2010,Lumame,2011,Speed,Simple injury,24,Job seeker,1,1,0
212,Unnamed: 212,2,18/18:30,Sunday,Male,26,Diploma,Taxi I,Bajaj,1-15252 A M,2010,D/Markos,2011,Sudden turn,Simple injury,27,Civil servant/Merchant/Farmer/Farmer,1,1,0
213,Unnamed: 213,2,18/20:00,Sunday,Male,43,10th,Public transport I,Public isuzu,3-23801 A M,2010,Amber,2011,Incorrect u turn,Death,32,Unemployed,1,1,0
214,Unnamed: 214,2,19/08:40,Monday,Male,24,10th,Public transport I,Public isuzu,3-26438 A M,2010,Hagere hiwot,2011,Speed,Death,29,Car attendant/civil servant,1,1,0
215,Unnamed: 215,2,19/11:00,Monday,Male,45,10th,Public transport I,Toyota,3-24614 A M,2010,Motta,2011,Drunk driver,Simple injury,34,Daily worker,1,1,0
216,Unnamed: 216,2,19/14:20,Monday,Male,28,10th,Truck II,FSR,3-25376 A A,2010,Dejen,2011,Speed,Serious injury,25,Farmer,1,1,0
217,Unnamed: 217,2,19/15:20,Monday,Male,39,10th,Taxi II,Force Bajaj,1-35331 A M,2010,D/Markos,2011,Speed,Death,27,Mason,1,1,0
218,Unnamed: 218,2,20/08:30,Tuesday,Male,26,10th,Truck II,Public FSR,3-23858 A A,2010,Debregubaye,2011,Carelessness,Simple injury,27,Farmer,1,1,0
219,Unnamed: 219,2,20/14:00,Tuesday,Male,24,10th,Public transport I,Public isuzu,3-14319 A M,2010,Segno gebya,2011,Speed,Serious injury,24,Student,1,1,0
220,Unnamed: 220,2,20/16:00,Tuesday,Male,28,10th,Truck I,Bajaj,3-23655 E T,2010,Keranyo,2011,Speed,Simple injury,12,Student,1,1,0
221,Unnamed: 221,2,20/19:30,Tuesday,Male,29,10th,Public transport I,Public isuzu,3-13597 A M,2010,wubie nechefo,2011,Drunk driver,Death,37,Farmer,1,0,1
222,Unnamed: 222,2,20/20:20,Tuesday,Male,46,10th,Public transport I,public isuzu,3-24965 A M,2010,Gendewoyen,2011,Reckless driving,Serious injury,27,Daily worker,1,0,1
223,Unnamed: 223,2,21/11:00,Wednesday,Male,35,10th,Public transport I,Toyota,3-22735 O R,2010,Motta,2011,Incoorect U-turn,Death,54,Engineer,1,1,0
224,Unnamed: 224,2,21/12:00,Wednesday,Male,32,12th,Public transport I,Hailux toyota,3-23590 A M,2010,Nefasam,2011,Speed,Death,26,Unemployed,1,0,1
225,Unnamed: 225,2,21/14:40,Wednesday,Male,19,10th,Taxi I,Bajaj,1-25417 A M,2010,D/markos,2011,Failure to give priority to pedestrians,Death,27,Job seeker,1,1,0
226,Unnamed: 226,2,22/10:20,Thursday,Male,31,11th,Truck II,FSR truck,3-29974 A M,2010,Wogel,2011,Sudden turn,Simple injury,25,Police,1,1,0
227,Unnamed: 227,2,22/13:30,Thursday,Male,26,8th,Public transport I,Public isuzu,3-45323 A M,2010,wuger,2011,Drunk driver,Serious injury,13,Student,1,1,0
228,Unnamed: 228,2,22/14:00,Thursday,Male,32,10th,Public transport I,Abadula,3-12278 A M,2010,Hagere hiwot,2011,Speed,Simple injury,13/14,Student,2,1,1
229,Unnamed: 229,2,23/13:00,Friday,Male,33,10th,Public transport I,Public isuzu,3-24388 A M,2010,Keranyo,2011,Failure to give priority to pedestrians,Death/Serious injury,13/35,Unemployed/Farmer,2,1,1
230,Unnamed: 230,2,23/19:40,Friday,Male,36,10th,Truck II,FSR,3-32171 A A,2010,Segno gebeya,2011,Speed,Simple injury,26,Driver,1,1,0
231,Unnamed: 231,2,23/20:30,Friday,Male,43,10th,Public transport I,Public isuzu,3-17842 A M,2010,Wubie nechefo,2011,Speed,Serious injury,33,Farmer,1,1,0
232,Unnamed: 232,2,23/23:00,Friday,Male,34,Diploma,Truck I,Pick up,3-27268 A M,2010,Dejen,2011,Drunk driving,Death,24,Unemployed,1,1,0
233,Unnamed: 233,2,24/09:00,Saturday,Male,32,10th,Public transport I,Public isuzu,3-42425 A M,2010,Bichena,2011,Speed,Serious injury,23,Job seeker,1,1,0
234,Unnamed: 234,2,24/13:30,Saturday,Male,26,10th,Truck I,Toyota Pick up,4-32426 A M,2010,D/Markos,2011,Speed,Simple injury,34,Nurse,1,0,1
235,Unnamed: 235,2,24/15:00,Saturday,Male,30,10th,Public transport I,Abadula,3-26832 A M,2010,Amanuel,2011,Speed,Death,58,Merchant,1,1,0
236,Unnamed: 236,2,24/17:00,Saturday,Male,29,10th,Public transport II,Tata bus,3-18403 E T,2010,Yetnora,2011,Speed,Simple injury,59,Farmer,1,1,0
237,Unnamed: 237,2,24/21:30,Saturday,Male,54,12th,Truck III,UD truck,3-14265 E T,2010,Zemeten,2011,Drunk driving,Death,21,Car attendant/Driver,1,1,0
238,Unnamed: 238,2,25/06:00,Sunday,Male,29,10th,Taxi I,bajaj,1-16785 A M,2010,Amber,2011,Speed,Serious injury,24,Daily worker,1,0,1
239,Unnamed: 239,2,25/13:00,Sunday,Male,32,10th,Public transport I,Public isuzu,3-65990 A M,2010,Libanos,2011,Sudden turn,Seriouse injury,25,Unemployed,1,0,1
240,Unnamed: 240,2,25/14:50,Sunday,Male,37,10th,Public transport I,Public isuzu,3-29515 A M,2010,Digotsion,2011,Bad weather condition,Death,45,Farmer,1,0,1
241,Unnamed: 241,2,25/19:00,Sunday,Male,24,10th,Taxi II,Force Bajaj,1-14327 A M,2010,Robgebya,2011,Technical problem,Serious injury,23,Job seeker,1,0,1
242,Unnamed: 242,2,26/08:00,Monday,Male,35,12th,Public transport I,Dolphin,3-14265A M,2010,Yetnora,2011,Speed,Death,23,Unemployed,1,0,1
243,Unnamed: 243,2,26/11:20,Monday,Male,30,10th,Public transport I,Public isuzu,3-42169 A M,2010,D/work,2011,Sudden turn,Death,56,House wife,1,1,0
244,Unnamed: 244,2,26/14:30,Monday,Male,42,11th,Public transport I,Hayruf,3-23766 A M,2010,Debay telat,2011,Speed,Death,43,Civil servant,1,0,1
245,Unnamed: 245,2,26/16:30,Monday,Male,22,10th,Public transport I,Abadula,3-32429 A M,2010,Nefasam,2011,Speed,Simple injury,20,Daily worker,1,1,0
246,Unnamed: 246,2,27/10:00,Tuesday,Male,26,8th,Public transport I,Public isuzu,3-19745 A M,2010,Gudalema,2011,Reckless driving,Simple injury,54,Lawyer,1,1,0
247,Unnamed: 247,2,27/13:30,Tuesday,Male,34,12th,Truck III,Iveco truck,3-26494 E T,2010,Hagere hiwot,2011,Incorrect u turn,Death,47,Farmer,1,1,0
248,Unnamed: 248,2,27/16:00,Tuesday,Male,43,10th,Public transport I,Dolphin,3-16962 A M,2010,Yewula,2011,Failure to give priority to pedestrians,Death,26,Unemployed,1,1,0
249,Unnamed: 249,2,27/17:50,Tuesday,Male,27,10th,Public transport I,Coster,3-13282 A M,2010,Motta,2011,Speed,Serious injury,42,Hotel Manager,1,0,1
250,Unnamed: 250,2,27/19:10,Tuesday,Male,34,10th,Public transport I,Public isuzu,3-26548 A M,2010,Yegodena,2011,Slipped,Simple injury,27,Farmer,1,1,0
251,Unnamed: 251,2,28/13:00,Wednesday,Male,52,12th,Public transport I,Merchedez benz bus,3-14320 A M,2010,Woyenema,2011,Speed,Serious injury,35,Farmer,1,1,0
252,Unnamed: 252,2,28/15:30,Wednesday,Male,48,10th,Public transport II,Tata Bus,3-28364 E T,2010,Yetnora,2011,Speed,Death,30,Merchant,1,1,0
253,Unnamed: 253,2,28/16:10,Wednesday,Male,25,10+2,Taxi I,Force Bajaj,1-33076 A M,2010,Bichena,2011,Failure to give priority to pedestrians,Simple injury,29,Daily worker,1,0,1
254,Unnamed: 254,2,28/18:30,Wednesday,Male,27,10th,Truck II,Lowbed truck,3-14346 E T,2010,D/Work,2011,Speed,Death,22,Hotel host,1,0,1
255,Unnamed: 255,2,29/10:30,Thursday,Male,57,6th,Truck II,UD truck,3-23674 E T,2010,Woyenma,2011,Speed,Simple injury,29,Job seeker,1,1,0
256,Unnamed: 256,3,1/10:00,Saturday,Male,26,10th,Taxi I,Bajaj,1-22445 A M,2010,Goncha,2011,Speed,Simple injury,24,Job seeker,1,0,1
257,Unnamed: 257,3,1/14:00,Saturday,Male,29,10th,Public transport I,Public isuzu,3-18975 A M,2010,Keranyo,2011,Speed,Death,45,House wife,1,0,1
258,Unnamed: 258,3,1/15:30,Saturday,Male,34,Diploma,Public transport I,Public isuzu,3-13492 A M,2010,Segno gebeya,2011,Drunk driving,Simple injury,32,Farmer,1,1,0
259,Unnamed: 259,3,2/10:30,Sunday,Male,28,10th,Truck III,Turbo trucker,3-331473 E T,2010,Debre gubaye,2011,Technical problem,Simple injury,43,Driver,1,1,0
260,Unnamed: 260,3,2/12:00,Sunday,Male,43,10th,Public transport I,Public isuzu,3-09236A M,2010,Kernayo,2011,Reckless driving,Death,23,Farmer,1,1,0
261,Unnamed: 261,3,2/15:30,Sunday,Male,37,10th,Public transport I,Dolphin,3-18814 A M,2010,Hagere hiwot,2011,Speed,Death,9,Student,1,0,1
262,Unnamed: 262,3,2/17:00,Sunday,Male,20,8th,Public transport I,Public isuzu,3-24333 A M,2010,Debay telat,2011,Speed,Serious injury,32,Farmer,1,1,0
263,Unnamed: 263,3,3/08:00,Monday,Male,39,10th,Public transport I,Abadula,3-08105 A M,2010,wogel,2011,Speed,Death,27,Daily worker,1,0,1
264,Unnamed: 264,3,3/16:00,Monday,Male,41,10th,Public transport I,Land cruiser,3-53165 E T,2010,Yetnora,2011,Speed,Death,47,Priest,1,1,0
265,Unnamed: 265,3,3/17:00,Monday,Male,19,10th,Public transport I,Public isuzu,3-45023 A M,2010,Gudalema,2011,Failure to give priority to pedestrians,Death,33,Farmer,1,1,0
266,Unnamed: 266,3,3/19:00,Monday,Male,33,10th,Truck III,Turbo truck,3-18742 A A,2010,Yegodena,2011,Failure to give priority to pedestrians,Death,20,Farmer,1,1,0
267,Unnamed: 267,3,4/09:00,Tuesday,Male,26,10th,Public transport I,Abadula,3-23478 A M,2010,Amanuel,2011,Speed,Serious injury,26,Merchant,1,0,1
268,Unnamed: 268,3,4/15:00,Tuesday,Male,29,8th,Public transport I,Hayruf,3-18916 A M,2010,Woyenema,2011,Speed,Simple injury,42,Merchant,1,1,0
269,Unnamed: 269,3,4/15:40,Tuesday,Male,41,10th,Public transport I,Abadula,3-12730 A M,2010,Mergech,2011,Incorrect overtaking,Serious injury,41/61,Driver/car attendant,2,2,0
270,Unnamed: 270,3,5/14:00,Wednesday,Male,26,10th,Public transport I,Public isuzu,3-20393 A M,2010,Degotsion,2011,Slipped,Simple injury,36,Civil servant,1,1,0
271,Unnamed: 271,3,5/17:10,Wednesday,Male,43,10th,Public transport I,Toyota pick up,3-28578 A M,2010,Libanos,2011,Drunk driving,Simple injury,15,Student,1,1,0
272,Unnamed: 272,3,5/19:00,Wednesday,Male,32,Degree,Public transport I,Land crusier,3-22619 E T,2010,Hagere Hiwot,2011,Failure to give priority to pedestrians,Death,32,Farmer,1,1,0
273,Unnamed: 273,3,6/16:00,Thursday,Male,44,11th,Public transport I,Isuzu truck,3-21981 A M,2010,Hagere selam,2011,Speed,Death,32,Farmer,1,0,1
274,Unnamed: 274,3,6/16:40,Thursday,Male,33,10th,Public transport I,Public isuzu,3-12633 A M,2010,Amanuel,2011,Speed,Death/Simple injury,60/43,Farmer/Farmer,2,2,0
275,Unnamed: 275,3,7/06:30,Friday,Male,45,10th,Taxi I,Froce bajaj,1-33310 A M,2010,D/Markos,2011,Speed,Death,23,Student,1,1,0
276,Unnamed: 276,3,7/11:00,Friday,Male,47,10th,Public transport I,Public isuzu,3-87163 A A,2010,D/Markos,2011,Speed,Serious injury,32,Farmer,1,1,0
277,Unnamed: 277,3,8/16:00,Saturday,Male,44,10th,Public transport I,Abay bus,3-31874 E T,2010,Dejen,2011,Carelessness,Death,22,Hotel host,1,0,1
278,Unnamed: 278,3,8/18:30,Saturday,Male,36,9th,Truck II,Isuzu truck,3-12358 A A,2010,Lumame,2011,Speed,Death,45,Farmer,1,1,0
279,Unnamed: 279,3,8/19:00,Saturday,Male,30,10th,Taxi I,Bajaj,1-15540 A M,2010,Amber,2011,Speed,Simple injury/Simple injury/Simple injury,25/45/4,Job seeker/Farmer/Student,3,2,1
280,Unnamed: 280,3,8/20:30,Saturday,Male,28,10th,Public transport I,Public Isuzu,3-22591 A M,2010,Dego tsion,2011,Slipped,Simple injury,25,,1,1,0
281,Unnamed: 281,3,9/7:30,Sunday,Male,43,11th,Truck II,Dolphin,3-23820 A M,2010,Merto lemariam,2011,Speed,Simple injury,44,Farmer,1,0,1
282,Unnamed: 282,3,9/10:10,Sunday,Male,18,10th,Taxi I,Bajaj,1-24550 A M,2010,Gende woyen,2011,Incorrect overtaking,Serious injury,22,Job seeker,1,0,1
283,Unnamed: 283,3,9/16:30,Sunday,Male,34,10th,Public transport I,Abadula,3-35648 A M,2010,Telma,2011,Speed,Death,40,Farmer,1,0,1
284,Unnamed: 284,3,10/15:30,Monday,Male,23,Diploma,First driver license,Motor bicycle,2-1335 A M,2010,D/Elias,2011,Speed,Death,22,Farmer,1,1,0
285,Unnamed: 285,3,10/19:30,Monday,Male,23,10th,Public transport I,Toyota pick up,3-51850 A M,2010,Dejen,2011,Speed,Death,26,Deacon,1,1,0
286,Unnamed: 286,3,10/20:00,Monday,Male,33,8th,Truck II,Sinotruk,3-53279 A A,2010,Mertolemariam,2011,Fatigue,Serious injury,44,Priest,1,1,0
287,Unnamed: 287,3,10/21:00,Monday,Male,30,10th,Public transport I,Toyota pick up,3-13641 A A,2010,Wuger,2011,Reckless driving,Death,16,Student,1,0,1
288,Unnamed: 288,3,11/12:00,Tuesday,Male,32,10th,Public transport I,Abadula,3-12658 A M,2010,Amber,2011,Speed,Death,35,Merchant,1,0,1
289,Unnamed: 289,3,11/16:30,Tuesday,Male,25,10th,Public transport I,Public isuzu,3-24366 A M,2010,Wogel,2011,Slipped,Death,18/25/22,Student/Student/Car attendant,3,2,1
290,Unnamed: 290,3,11/18:00,Tuesday,Male,25,10th,Public transport I,Abadula,3-12653  A M,2010,Gedewoyen,2011,Failure to give priority to pedestrians,Serious injury,11,Student,1,0,1
291,Unnamed: 291,3,11/19:00,Tuesday,Male,45,10th,Public transport II,Chento bus,3-12254 E T,2010,Telma,2011,Speed,Death/Serious injury,25/12,Farmer/Student,2,2,0
292,Unnamed: 292,3,12/12:30,Wednesday,Male,32,Diploma,Taxi I,Bajaj,1-22736 A M,2010,D/Markos,2011,Speed,Serious injury,34,House wife,1,0,1
293,Unnamed: 293,3,12/13:15,Wednesday,Male,23,10th,Public transport II,Tata bus,3-12900 E T,2010,Dejen,2011,Incorrect U-turn,Death/Death/Serious injury/Serious injury/Death,24/22/32/42/32/6,Student/Farmer/Civil servant/Farmer/Civil servant/Student,6,4,2
294,Unnamed: 294,3,12/16:00,Wednesday,Male,19,12th,Public transport I,Abadula,3-22051 A M,2010,Felege selam,2011,Speed,Death,45,Teacher,1,0,1
295,Unnamed: 295,3,13/10:50,Thursday,Male,32,10th,Public transport I,Public isuzu,3-14425 E T,2010,Yegodena,2011,Speed,Serious injury,32,Nurse,1,1,0
296,Unnamed: 296,3,13/12:00,Thursday,Male,30,10+2,Public transport I,Tata bus,3-22373 E T,2010,Zemeten,2011,Technical problem,Simple injury,23,Job seeker,1,0,1
297,Unnamed: 297,3,13/14:15,Thursday,Male,28,10th,Public transport I,Public isuzu,3-23720 A M,2010,D/Elias,2011,Incorrect overtaking,Death,20,Farmer,1,1,0
298,Unnamed: 298,3,14/09:00,Friday,Male,28,10th,Public transport II,Public isuzu,3-25638A M,2010,Amber,2011,Incorrect overtaking,Death,65,Farmer,1,0,1
299,Unnamed: 299,3,14/10:00,Friday,Male,30,10th,Taxi I,Bajaj,1-32343 A M,2010,D/work,2011,Slipped,Serious injury,28,Priest,1,1,0
300,Unnamed: 300,3,14/16:30,Friday,Male,27,10th,Truck II,Lowbed truck,3-22346 E T,2010,D/markos,2011,Speed,Serious injury,22,Doctor,1,0,1
301,Unnamed: 301,3,14/16:30,Friday,Male,57,10th,Truck II,UD truck,3-24244 E T,2010,Mergech,2011,Speed,Simple injury,29,Job seeker,1,1,0
302,Unnamed: 302,3,14/18:30,Friday,Male,48,10th,Public transport II, Bus,3-22064 E T,2010,Zemeten,2011,Speed,Death,30,Merchant,1,1,0
303,Unnamed: 303,3,14/19:10,Friday,Male,25,10+2,Taxi I,Force Bajaj,1-1276 A M,2010,Fendeka,2011,Failure to give priority to pedestrians,Simple injury,29,Daily worker,1,0,1
304,Unnamed: 304,3,15/08:30,Saturday,Male,26,10th,Truck III,Turbo truck,3-22159 E T,2010,D/Markos,2011,Failure to give priority to pedestrians,Serious injury,33,Farmer,1,1,0
305,Unnamed: 305,3,15/11:00,Saturday,Male,32,10th,Truck I,Isuzu truck,3-33454 A M,2010,Amanuel,2011,Reckless driving,Simple injury,22,Student,1,1,0
306,Unnamed: 306,3,15/15:00,Saturday,Male,25,10th,Public transport I,Public FSR,3-31829 A A,2010,Wube nechefo,2011,Speed,Death,26,Civil Servant,1,0,1
